========================================
 PHASE 2: GRPO REINFORCEMENT LEARNING   
========================================
Loading Phase 1 Brain via MMAP from /opt/rishabh_experimental/rishabh_final.pt...
Initializing ZERO-VRAM SGD Optimizer (lr=1e-4)...
Starting GRPO Loop!
/usr/lib/python3.11/contextlib.py:105: FutureWarning: `torch.backends.cuda.sdp_kernel()` is deprecated. In the future, this context manager will be removed. Please see `torch.nn.attention.sdpa_kernel()` for the new context manager, with updated signature.
  self.gen = func(*args, **kwds)
RL Step 1 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.6s | Prob: A train travels at 63 km/h for... | Ans: 73.0
RL Step 7127 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 67 km/h for... | Ans: 74.5
RL Step 7128 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 74 km/h for... | Ans: 83.2
RL Step 7129 | Loss: -0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 72 km/h for... | Ans: 79.5
RL Step 7130 | Loss: -0.0000 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 56 km/h for... | Ans: 71.75
RL Step 7131 | Loss: -0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 41 km/h for... | Ans: 53.0
RL Step 7132 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 41 km/h for... | Ans: 59.5
RL Step 7133 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 55 km/h for... | Ans: 57.78
RL Step 7134 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 72 km/h for... | Ans: 66.5
RL Step 7135 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 48 km/h for... | Ans: 66.5
RL Step 7136 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 71 km/h for... | Ans: 81.62
RL Step 7137 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 80 km/h for... | Ans: 78.4
RL Step 7138 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 42 km/h for... | Ans: 56.29
RL Step 7139 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 71 km/h for... | Ans: 76.33
RL Step 7140 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 62 km/h for... | Ans: 77.43
RL Step 7141 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 58 km/h for... | Ans: 68.0
RL Step 7142 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 72 km/h for... | Ans: 67.71
RL Step 7143 | Loss: 0.0004 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 55 km/h for... | Ans: 69.4
RL Step 7144 | Loss: 0.0098 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 71 km/h for... | Ans: 85.5
RL Step 7145 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 45 km/h for... | Ans: 55.5
RL Step 7146 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 56 km/h for... | Ans: 71.0
RL Step 7147 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 67 km/h for... | Ans: 77.4
RL Step 7148 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 80 km/h for... | Ans: 68.6
RL Step 7149 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 51 km/h for... | Ans: 63.57
RL Step 7150 | Loss: -0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 50 km/h for... | Ans: 70.0
RL Step 7151 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 47 km/h for... | Ans: 82.33
RL Step 7152 | Loss: -0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 49 km/h for... | Ans: 61.0
RL Step 7153 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 75 km/h for... | Ans: 80.2
RL Step 7154 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 44 km/h for... | Ans: 56.86
RL Step 7155 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 66 km/h for... | Ans: 77.5
RL Step 7156 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 53 km/h for... | Ans: 69.44
RL Step 7157 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 41 km/h for... | Ans: 55.0
RL Step 7158 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 54 km/h for... | Ans: 67.33
RL Step 7159 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 42 km/h for... | Ans: 60.43
RL Step 7160 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 63 km/h for... | Ans: 75.14
RL Step 7161 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 49 km/h for... | Ans: 70.11
RL Step 7162 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 67 km/h for... | Ans: 78.5
RL Step 7163 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 76 km/h for... | Ans: 93.14
RL Step 7164 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 75 km/h for... | Ans: 65.0
RL Step 7165 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 42 km/h for... | Ans: 70.5
RL Step 7166 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 77 km/h for... | Ans: 85.5
RL Step 7167 | Loss: -0.0098 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 55 km/h for... | Ans: 77.2
RL Step 7168 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 62 km/h for... | Ans: 71.33
RL Step 7169 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 40 km/h for... | Ans: 73.71
RL Step 7170 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 48 km/h for... | Ans: 71.12
RL Step 7171 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 55 km/h for... | Ans: 65.8
RL Step 7172 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 49 km/h for... | Ans: 53.71
RL Step 7173 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 59 km/h for... | Ans: 66.0
RL Step 7174 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 68 km/h for... | Ans: 74.0
RL Step 7175 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 50 km/h for... | Ans: 75.71
RL Step 7176 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 65 km/h for... | Ans: 64.56
RL Step 7177 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 78 km/h for... | Ans: 80.57
RL Step 7178 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 66 km/h for... | Ans: 70.44
RL Step 7179 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 58 km/h for... | Ans: 74.0
RL Step 7180 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 71 km/h for... | Ans: 76.71
RL Step 7181 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 49 km/h for... | Ans: 75.67
RL Step 7182 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 45 km/h for... | Ans: 53.0
RL Step 7183 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 40 km/h for... | Ans: 66.5
RL Step 7184 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 68 km/h for... | Ans: 64.0
RL Step 7185 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 47 km/h for... | Ans: 69.86
RL Step 7186 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 42 km/h for... | Ans: 74.22
RL Step 7187 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 45 km/h for... | Ans: 72.0
RL Step 7188 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 52 km/h for... | Ans: 62.0
RL Step 7189 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 72 km/h for... | Ans: 77.62
RL Step 7190 | Loss: 0.0176 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 54 km/h for... | Ans: 58.8
RL Step 7191 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 55 km/h for... | Ans: 68.33
RL Step 7192 | Loss: -0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 50 km/h for... | Ans: 62.67
RL Step 7193 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 56 km/h for... | Ans: 76.5
RL Step 7194 | Loss: -0.0000 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 54 km/h for... | Ans: 66.29
RL Step 7195 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 44 km/h for... | Ans: 55.0
RL Step 7196 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 46 km/h for... | Ans: 52.86
RL Step 7197 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 79 km/h for... | Ans: 77.86
RL Step 7198 | Loss: 0.0039 | Avg Reward: 0.17 | Time: 8.3s | Prob: A train travels at 49 km/h for... | Ans: 73.67
RL Step 7199 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 68 km/h for... | Ans: 70.29
RL Step 7200 | Loss: -0.0039 | Avg Reward: 0.17 | Time: 8.1s | Prob: A train travels at 63 km/h for... | Ans: 65.5
Saving RL Checkpoint at step 7200...
RL Step 7201 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 49 km/h for... | Ans: 66.78
RL Step 7202 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 70 km/h for... | Ans: 77.33
RL Step 7203 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 43 km/h for... | Ans: 65.14
RL Step 7204 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 45 km/h for... | Ans: 54.38
RL Step 7205 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 58 km/h for... | Ans: 78.0
RL Step 7206 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 50 km/h for... | Ans: 58.4
RL Step 7207 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 62 km/h for... | Ans: 77.71
RL Step 7208 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 51 km/h for... | Ans: 60.0
RL Step 7209 | Loss: 0.0156 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 66 km/h for... | Ans: 69.6
RL Step 7210 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 79 km/h for... | Ans: 76.6
RL Step 7211 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 44 km/h for... | Ans: 56.4
RL Step 7212 | Loss: -0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 61 km/h for... | Ans: 87.0
RL Step 7213 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 68 km/h for... | Ans: 75.5
RL Step 7214 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 75 km/h for... | Ans: 71.86
RL Step 7215 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 75 km/h for... | Ans: 85.0
RL Step 7216 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 61 km/h for... | Ans: 68.2
RL Step 7217 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 51 km/h for... | Ans: 71.44
RL Step 7218 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 62 km/h for... | Ans: 72.57
RL Step 7219 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 47 km/h for... | Ans: 79.0
RL Step 7220 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 41 km/h for... | Ans: 55.5
RL Step 7221 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 43 km/h for... | Ans: 65.8
RL Step 7222 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 45 km/h for... | Ans: 55.8
RL Step 7223 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 78 km/h for... | Ans: 82.4
RL Step 7224 | Loss: 0.0003 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 55 km/h for... | Ans: 72.0
RL Step 7225 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 72 km/h for... | Ans: 69.2
RL Step 7226 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 44 km/h for... | Ans: 60.67
RL Step 7227 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 67 km/h for... | Ans: 86.38
RL Step 7228 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 42 km/h for... | Ans: 72.6
RL Step 7229 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 45 km/h for... | Ans: 71.4
RL Step 7230 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 65 km/h for... | Ans: 66.2
RL Step 7231 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 44 km/h for... | Ans: 60.0
RL Step 7232 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 41 km/h for... | Ans: 63.22
RL Step 7233 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 49 km/h for... | Ans: 77.75
RL Step 7234 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 54 km/h for... | Ans: 75.11
RL Step 7235 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 46 km/h for... | Ans: 62.0
RL Step 7236 | Loss: -0.0098 | Avg Reward: 0.17 | Time: 8.4s | Prob: A train travels at 40 km/h for... | Ans: 57.67
RL Step 7237 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 43 km/h for... | Ans: 59.0
RL Step 7238 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 67 km/h for... | Ans: 69.0
RL Step 7239 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 61 km/h for... | Ans: 61.56
RL Step 7240 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 59 km/h for... | Ans: 61.67
RL Step 7241 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 66 km/h for... | Ans: 66.33
RL Step 7242 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 47 km/h for... | Ans: 68.43
RL Step 7243 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 72 km/h for... | Ans: 82.2
RL Step 7244 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 48 km/h for... | Ans: 81.33
RL Step 7245 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 80 km/h for... | Ans: 82.5
RL Step 7246 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 40 km/h for... | Ans: 53.5
RL Step 7247 | Loss: -0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 80 km/h for... | Ans: 86.67
RL Step 7248 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 73 km/h for... | Ans: 79.0
RL Step 7249 | Loss: -0.0078 | Avg Reward: 0.17 | Time: 8.4s | Prob: A train travels at 48 km/h for... | Ans: 62.67
RL Step 7250 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 60 km/h for... | Ans: 61.43
RL Step 7251 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 55 km/h for... | Ans: 68.88
RL Step 7252 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 43 km/h for... | Ans: 63.5
RL Step 7253 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 52 km/h for... | Ans: 71.33
RL Step 7254 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 56 km/h for... | Ans: 67.88
RL Step 7255 | Loss: 0.0003 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 78 km/h for... | Ans: 74.29
RL Step 7256 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 78 km/h for... | Ans: 80.62
RL Step 7257 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 74 km/h for... | Ans: 84.86
RL Step 7258 | Loss: -0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 69 km/h for... | Ans: 81.0
RL Step 7259 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 59 km/h for... | Ans: 79.0
RL Step 7260 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 43 km/h for... | Ans: 60.86
RL Step 7261 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 60 km/h for... | Ans: 65.0
RL Step 7262 | Loss: 0.0000 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 65 km/h for... | Ans: 68.5
RL Step 7263 | Loss: 0.0508 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 58 km/h for... | Ans: 74.5
RL Step 7264 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 69 km/h for... | Ans: 82.57
RL Step 7265 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 74 km/h for... | Ans: 76.57
RL Step 7266 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 61 km/h for... | Ans: 65.29
RL Step 7267 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 65 km/h for... | Ans: 86.0
RL Step 7268 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 52 km/h for... | Ans: 63.5
RL Step 7269 | Loss: 0.0215 | Avg Reward: 0.17 | Time: 8.4s | Prob: A train travels at 73 km/h for... | Ans: 76.89
RL Step 7270 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 52 km/h for... | Ans: 67.75
RL Step 7271 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 73 km/h for... | Ans: 77.5
RL Step 7272 | Loss: 0.0059 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 75 km/h for... | Ans: 69.0
RL Step 7273 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 55 km/h for... | Ans: 69.33
RL Step 7274 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 77 km/h for... | Ans: 73.14
RL Step 7275 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 48 km/h for... | Ans: 62.0
RL Step 7276 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 44 km/h for... | Ans: 60.71
RL Step 7277 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 58 km/h for... | Ans: 78.62
RL Step 7278 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 63 km/h for... | Ans: 65.57
RL Step 7279 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 45 km/h for... | Ans: 54.33
RL Step 7280 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 62 km/h for... | Ans: 70.75
RL Step 7281 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 46 km/h for... | Ans: 65.0
RL Step 7282 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 75 km/h for... | Ans: 82.5
RL Step 7283 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 62 km/h for... | Ans: 75.5
RL Step 7284 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 58 km/h for... | Ans: 66.0
RL Step 7285 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 47 km/h for... | Ans: 63.11
RL Step 7286 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 46 km/h for... | Ans: 64.0
RL Step 7287 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 62 km/h for... | Ans: 77.33
RL Step 7288 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 71 km/h for... | Ans: 68.0
RL Step 7289 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 64 km/h for... | Ans: 71.0
RL Step 7290 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 58 km/h for... | Ans: 70.67
RL Step 7291 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 80 km/h for... | Ans: 79.33
RL Step 7292 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 79 km/h for... | Ans: 69.67
RL Step 7293 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 46 km/h for... | Ans: 63.14
RL Step 7294 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 71 km/h for... | Ans: 72.88
RL Step 7295 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 75 km/h for... | Ans: 69.4
RL Step 7296 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 58 km/h for... | Ans: 68.29
RL Step 7297 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 63 km/h for... | Ans: 76.5
RL Step 7298 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 59 km/h for... | Ans: 66.2
RL Step 7299 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 71 km/h for... | Ans: 66.5
RL Step 7300 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 79 km/h for... | Ans: 86.43
RL Step 7301 | Loss: 0.0003 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 68 km/h for... | Ans: 87.33
RL Step 7302 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 51 km/h for... | Ans: 62.0
RL Step 7303 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 65 km/h for... | Ans: 64.44
RL Step 7304 | Loss: 0.0000 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 40 km/h for... | Ans: 73.0
RL Step 7305 | Loss: -0.0000 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 67 km/h for... | Ans: 69.22
RL Step 7306 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 68 km/h for... | Ans: 78.29
RL Step 7307 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 53 km/h for... | Ans: 81.2
RL Step 7308 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 46 km/h for... | Ans: 55.2
RL Step 7309 | Loss: 0.0002 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 53 km/h for... | Ans: 76.5
RL Step 7310 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 45 km/h for... | Ans: 59.5
RL Step 7311 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 60 km/h for... | Ans: 62.57
RL Step 7312 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 54 km/h for... | Ans: 71.0
RL Step 7313 | Loss: 0.0059 | Avg Reward: 0.17 | Time: 8.3s | Prob: A train travels at 47 km/h for... | Ans: 66.33
RL Step 7314 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 58 km/h for... | Ans: 78.0
RL Step 7315 | Loss: 0.0003 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 70 km/h for... | Ans: 67.14
RL Step 7316 | Loss: 0.0156 | Avg Reward: 0.17 | Time: 8.2s | Prob: A train travels at 64 km/h for... | Ans: 67.6
RL Step 7317 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 53 km/h for... | Ans: 70.33
RL Step 7318 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 42 km/h for... | Ans: 52.0
RL Step 7319 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 55 km/h for... | Ans: 77.14
RL Step 7320 | Loss: 0.0003 | Avg Reward: -0.10 | Time: 8.3s | Prob: A train travels at 73 km/h for... | Ans: 79.33
RL Step 7321 | Loss: -0.0000 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 51 km/h for... | Ans: 65.62
RL Step 7322 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.2s | Prob: A train travels at 74 km/h for... | Ans: 70.5
RL Step 7323 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.4s | Prob: A train travels at 71 km/h for... | Ans: 88.86
RL Step 7324 | Loss: 0.0001 | Avg Reward: -0.10 | Time: 8.1s | Prob: A train travels at 67 km/h for... | Ans: 71.5
